station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
16,2012-01-01,50.0,30.0,40.0,,37.0,40.0,25.0,0.0,,,RA MIFG BR,,0.005,29.8,29.89,4.2,21.0,6.8,2012,1,1
16,2012-01-02,50.0,30.0,40.0,,26.0,35.0,25.0,0.0,,,RA,,0.01,29.48,29.59,9.6,27.0,10.9,2012,1,2
16,2012-01-03,32.0,11.0,21.5,,6.0,18.0,43.0,0.0,,,MD,,0.0,29.7,29.84,10.2,31.0,10.9,2012,1,3
16,2012-01-04,27.0,8.0,17.5,,-1.0,14.0,47.0,0.0,,,MD,,0.0,29.9,30.0,7.9,28.0,9.9,2012,1,4
16,2012-01-05,38.0,24.0,31.0,,13.0,25.0,34.0,0.0,,,MD,,0.0,29.7,29.82,6.9,27.0,8.1,2012,1,5
16,2012-01-06,45.0,25.0,35.0,,24.0,30.0,30.0,0.0,,,MD,,0.005,29.72,29.82,1.6,19.0,2.6,2012,1,6
16,2012-01-07,58.0,25.0,41.5,,29.0,36.0,23.0,0.0,,,MD,,0.0,29.6,29.73,2.8,29.0,3.7,2012,1,7
16,2012-01-08,43.0,27.0,35.0,,22.0,32.0,30.0,0.0,,,MD,,0.0,29.93,30.08,6.0,30.0,6.8,2012,1,8
16,2012-01-09,38.0,21.0,29.5,,14.0,25.0,35.0,0.0,,,MD,,0.0,30.09,30.18,2.7,25.0,5.3,2012,1,9
16,2012-01-10,47.0,28.0,37.5,,25.0,32.0,27.0,0.0,,,SN BR,,0.01,29.72,29.84,5.2,26.0,6.3,2012,1,10
16,2012-01-11,38.0,23.0,30.5,,22.0,29.0,34.0,0.0,,,MD,,0.0,29.93,30.07,3.2,8.0,5.9,2012,1,11
16,2012-01-12,41.0,31.0,36.0,,34.0,36.0,29.0,0.0,,,RA SN BR,,0.98,29.64,29.7,10.0,4.0,12.5,2012,1,12
16,2012-01-13,54.0,30.0,42.0,,27.0,33.0,23.0,0.0,,,RA FG BR,,0.06,29.28,29.38,9.6,24.0,13.5,2012,1,13
16,2012-01-14,35.0,15.0,25.0,,12.0,23.0,40.0,0.0,,,MD,,0.0,29.62,29.78,10.9,28.0,12.3,2012,1,14
16,2012-01-15,16.0,3.0,9.5,,-5.0,7.0,55.0,0.0,,,MD,,0.0,30.1,30.27,13.8,31.0,13.8,2012,1,15
16,2012-01-16,32.0,7.0,19.5,,4.0,17.0,45.0,0.0,,,SN BR,,0.08,30.32,30.41,5.5,25.0,8.8,2012,1,16
16,2012-01-17,47.0,31.0,39.0,,35.0,37.0,26.0,0.0,,,RA SN BR,,0.13,29.75,29.8,6.2,21.0,6.9,2012,1,17
16,2012-01-18,51.0,18.0,34.5,,16.0,29.0,30.0,0.0,,,MD,,0.01,29.58,29.76,14.3,29.0,16.2,2012,1,18
16,2012-01-19,34.0,11.0,22.5,,12.0,21.0,42.0,0.0,,,SN BR,,0.005,30.06,30.15,2.9,12.0,7.1,2012,1,19
16,2012-01-20,32.0,18.0,25.0,,14.0,23.0,40.0,0.0,,,SN BR,,0.05,29.93,30.08,6.7,30.0,8.4,2012,1,20
16,2012-01-21,21.0,15.0,18.0,,9.0,16.0,47.0,0.0,,,SN FZFG,,0.12,30.1,30.22,7.4,35.0,7.5,2012,1,21
16,2012-01-22,29.0,10.0,19.5,,12.0,19.0,45.0,0.0,,,MD,,0.0,30.36,30.51,4.1,1.0,5.2,2012,1,22
16,2012-01-23,47.0,26.0,36.5,,33.0,36.0,28.0,0.0,,,RA BR,,0.14,30.17,30.23,5.4,15.0,5.9,2012,1,23
16,2012-01-24,55.0,41.0,48.0,,40.0,45.0,17.0,0.0,,,RA BR,,0.01,29.77,29.9,6.7,26.0,8.7,2012,1,24
16,2012-01-25,43.0,33.0,38.0,,24.0,32.0,27.0,0.0,,,MD,,0.0,29.99,30.12,8.6,29.0,9.2,2012,1,25
16,2012-01-26,42.0,30.0,36.0,,26.0,31.0,29.0,0.0,,,RA SN BR,,0.21,30.03,30.13,0.8,1.0,4.1,2012,1,26
16,2012-01-27,45.0,33.0,39.0,,38.0,40.0,26.0,0.0,,,RA FG BR,,1.15,29.48,29.54,2.7,35.0,7.4,2012,1,27
16,2012-01-28,45.0,32.0,38.5,,27.0,35.0,26.0,0.0,,,MD,,0.0,29.72,29.86,5.6,24.0,9.0,2012,1,28
16,2012-01-29,42.0,31.0,36.5,,16.0,30.0,28.0,0.0,,,MD,,0.0,29.86,29.99,9.6,25.0,10.4,2012,1,29
16,2012-01-30,38.0,23.0,30.5,,15.0,27.0,34.0,0.0,,,SN,,0.005,29.95,30.09,8.4,28.0,10.2,2012,1,30
16,2012-01-31,46.0,22.0,34.0,,27.0,32.0,31.0,0.0,,,BR,,0.0,30.03,30.11,1.8,10.0,4.0,2012,1,31
16,2012-02-01,56.0,30.0,43.0,,34.0,38.0,22.0,0.0,,,RA FG+ FZFG BR HZ,,0.08,29.75,29.85,4.1,28.0,4.7,2012,2,1
16,2012-02-02,42.0,30.0,36.0,,27.0,32.0,29.0,0.0,,,MD,,0.0,29.91,30.04,4.3,1.0,6.6,2012,2,2
16,2012-02-03,38.0,23.0,30.5,,13.0,25.0,34.0,0.0,,,MD,,0.0,30.16,30.28,6.5,32.0,7.3,2012,2,3
16,2012-02-04,41.0,24.0,32.5,,17.0,28.0,32.0,0.0,,,MD,,0.0,30.06,30.16,6.9,32.0,8.1,2012,2,4
16,2012-02-05,35.0,16.0,25.5,,9.0,21.0,39.0,0.0,,,MD,,0.0,29.99,30.1,2.8,32.0,4.5,2012,2,5
16,2012-02-06,50.0,23.0,36.5,,19.0,31.0,28.0,0.0,,,MD,,0.0,29.81,29.9,10.0,24.0,10.2,2012,2,6
16,2012-02-07,45.0,27.0,36.0,,21.0,31.0,29.0,0.0,,,MD,,0.0,29.85,30.0,6.8,31.0,7.5,2012,2,7
16,2012-02-08,37.0,15.0,26.0,,6.0,22.0,39.0,0.0,,,MD,,0.0,30.11,30.2,2.2,24.0,4.6,2012,2,8
16,2012-02-09,47.0,27.0,37.0,,11.0,29.0,28.0,0.0,,,MD,,0.0,29.88,30.0,5.2,29.0,6.0,2012,2,9
16,2012-02-10,50.0,24.0,37.0,,18.0,32.0,28.0,0.0,,,RA BR,,0.0,29.9,29.99,6.5,22.0,6.9,2012,2,10
16,2012-02-11,40.0,28.0,34.0,,28.0,31.0,31.0,0.0,,,RA SN BR,,0.06,29.59,29.67,4.4,34.0,6.8,2012,2,11
16,2012-02-12,28.0,12.0,20.0,,0.0,14.0,45.0,0.0,,,MD,,0.0,29.52,29.68,14.7,31.0,15.0,2012,2,12
16,2012-02-13,41.0,11.0,26.0,,11.0,23.0,39.0,0.0,,,MD,,0.0,29.73,29.85,9.5,25.0,10.1,2012,2,13
16,2012-02-14,43.0,21.0,32.0,,16.0,28.0,33.0,0.0,,,MD,,0.0,29.93,30.05,1.9,20.0,3.3,2012,2,14
16,2012-02-15,44.0,29.0,36.5,,31.0,34.0,28.0,0.0,,,RA BR,,0.005,30.02,30.15,0.7,34.0,0.9,2012,2,15
16,2012-02-16,46.0,26.0,36.0,,31.0,35.0,29.0,0.0,,,RA BR,,0.05,30.07,30.16,1.9,18.0,2.5,2012,2,16
16,2012-02-17,52.0,34.0,43.0,,30.0,38.0,22.0,0.0,,,MD,,0.01,29.8,29.9,6.3,26.0,8.3,2012,2,17
16,2012-02-18,48.0,29.0,38.5,,21.0,32.0,26.0,0.0,,,MD,,0.005,29.77,29.88,8.4,28.0,8.8,2012,2,18
16,2012-02-19,45.0,25.0,35.0,,19.0,29.0,30.0,0.0,,,MD,,0.0,29.88,30.0,4.9,31.0,5.4,2012,2,19
16,2012-02-20,41.0,20.0,30.5,,11.0,25.0,34.0,0.0,,,MD,,0.0,29.96,30.1,8.6,32.0,8.8,2012,2,20
16,2012-02-21,43.0,18.0,30.5,,20.0,28.0,34.0,0.0,,,RA,,0.005,30.09,30.16,5.7,18.0,6.4,2012,2,21
16,2012-02-22,56.0,34.0,45.0,,31.0,39.0,20.0,0.0,,,BR,,0.0,29.55,29.63,6.2,23.0,7.6,2012,2,22
16,2012-02-23,52.0,37.0,44.5,,33.0,40.0,20.0,0.0,,,RA,,0.03,29.36,29.49,5.0,27.0,7.6,2012,2,23
16,2012-02-24,41.0,30.0,35.5,,32.0,35.0,29.0,0.0,,,RA SN BR,,0.8,29.54,29.59,3.6,11.0,5.2,2012,2,24
16,2012-02-25,44.0,31.0,37.5,,21.0,32.0,27.0,0.0,,,MD,,0.005,29.19,29.36,18.1,27.0,18.5,2012,2,25
16,2012-02-26,39.0,25.0,32.0,,4.0,23.0,33.0,0.0,,,MD,,0.0,30.01,30.19,12.7,30.0,12.9,2012,2,26
16,2012-02-27,49.0,18.0,33.5,,22.0,31.0,31.0,0.0,,,MD,,0.0,30.16,30.24,4.8,19.0,6.4,2012,2,27
16,2012-02-28,46.0,27.0,36.5,,18.0,32.0,28.0,0.0,,,MD,,0.0,30.08,30.22,9.4,31.0,10.2,2012,2,28
16,2012-02-29,36.0,27.0,31.5,,22.0,28.0,33.0,0.0,,,SN FZFG BR,,0.25,30.15,30.22,2.5,6.0,3.0,2012,2,29
16,2012-03-01,35.0,23.0,29.0,,30.0,31.0,36.0,0.0,,,RA SN FG BR UP,,0.81,29.72,29.85,10.9,5.0,12.0,2012,3,1
16,2012-03-02,35.0,21.0,28.0,,22.0,25.0,37.0,0.0,,,SN,,0.0,30.0,30.1,4.3,36.0,5.8,2012,3,2
16,2012-03-03,42.0,33.0,37.5,,36.0,38.0,27.0,0.0,,,RA SN FG+ FG BR,,0.4,29.49,29.55,4.9,17.0,9.1,2012,3,3
16,2012-03-04,40.0,31.0,35.5,,22.0,31.0,29.0,0.0,,,MD,,0.0,29.47,29.59,4.4,26.0,4.6,2012,3,4
16,2012-03-05,36.0,22.0,29.0,,11.0,24.0,36.0,0.0,,,MD,,0.0,29.75,29.94,10.3,29.0,11.9,2012,3,5
16,2012-03-06,38.0,17.0,27.5,,3.0,21.0,37.0,0.0,,,MD,,0.0,30.35,30.48,7.8,31.0,8.4,2012,3,6
16,2012-03-07,62.0,25.0,43.5,,27.0,38.0,21.5,-21.5,,,MD,,0.0,30.29,30.36,11.1,22.0,11.5,2012,3,7
16,2012-03-08,70.0,50.0,60.0,,44.0,51.0,5.0,0.0,,,MD,,0.0,29.92,29.98,17.7,22.0,17.9,2012,3,8
16,2012-03-09,61.0,33.0,47.0,,23.0,35.0,18.0,0.0,,,RA SN,,0.04,29.8,29.96,8.7,29.0,10.3,2012,3,9
16,2012-03-10,39.0,28.0,33.5,,23.0,29.0,31.0,0.0,,,SN FG+ FZFG BR,,0.03,30.22,30.37,4.2,33.0,7.4,2012,3,10
16,2012-03-11,57.0,29.0,43.0,,22.0,36.0,22.0,0.0,,,MD,,0.0,30.25,30.34,9.3,23.0,9.9,2012,3,11
16,2012-03-12,70.0,39.0,54.5,,31.0,43.0,10.0,0.0,,,MD,,0.0,30.07,30.16,2.0,23.0,4.3,2012,3,12
16,2012-03-13,72.0,49.0,60.5,,46.0,52.0,4.0,0.0,,,RA BR,,0.01,29.85,29.95,6.1,22.0,6.8,2012,3,13
16,2012-03-14,54.0,38.0,46.0,,39.0,40.0,19.0,-19.0,,,BR,,0.1,29.98,30.11,7.8,4.0,8.0,2012,3,14
16,2012-03-15,40.0,36.0,38.0,,31.0,35.0,27.0,0.0,,,RA,,0.005,30.22,30.34,3.3,7.0,4.9,2012,3,15
16,2012-03-16,43.0,35.0,39.0,,35.0,38.0,26.0,0.0,,,RA FG+ FG BR,,0.05,30.11,30.19,2.3,17.0,2.5,2012,3,16
16,2012-03-17,51.0,37.0,44.0,,38.0,41.0,21.0,0.0,,,FG+ BR,,0.005,30.17,30.3,0.6,12.0,2.6,2012,3,17
16,2012-03-18,77.0,38.0,57.5,,43.0,50.0,7.0,0.0,,,MD,,0.0,30.1,30.19,6.5,23.0,6.9,2012,3,18
16,2012-03-19,77.0,43.0,60.0,,44.0,50.0,5.0,0.0,,,BR,,0.0,30.04,30.17,2.8,3.0,5.3,2012,3,19
16,2012-03-20,70.0,38.0,54.0,,45.0,50.0,11.0,0.0,,,BR,,0.0,30.14,30.25,2.0,19.0,3.9,2012,3,20
16,2012-03-21,79.0,54.0,66.5,,54.0,59.0,0.0,2.0,,,MD,,0.0,30.14,30.24,7.2,24.0,7.5,2012,3,21
16,2012-03-22,83.0,56.0,69.5,,52.0,59.0,0.0,5.0,,,MD,,0.0,29.97,30.05,7.0,26.0,7.7,2012,3,22
16,2012-03-23,74.0,56.0,65.0,,35.0,52.0,0.0,0.0,,,MD,,0.005,29.91,30.02,7.6,34.0,9.2,2012,3,23
16,2012-03-24,57.0,45.0,51.0,,30.0,40.0,14.0,0.0,,,MD,,0.005,29.98,30.09,4.1,13.0,6.0,2012,3,24
16,2012-03-25,47.0,42.0,44.5,,38.0,42.0,20.0,0.0,,,RA BR,,0.07,29.79,29.86,2.7,10.0,3.9,2012,3,25
16,2012-03-26,46.0,30.0,38.0,,21.0,33.0,27.0,0.0,,,RA BR,,0.01,29.62,29.75,15.2,32.0,15.6,2012,3,26
16,2012-03-27,48.0,25.0,36.5,,0.0,26.0,28.0,0.0,,,MD,,0.0,29.96,30.09,13.6,32.0,13.9,2012,3,27
16,2012-03-28,52.0,32.0,42.0,,29.0,38.0,23.0,0.0,,,RA,,0.02,29.73,29.78,3.3,16.0,5.2,2012,3,28
16,2012-03-29,45.0,36.0,40.5,,33.0,38.0,24.0,0.0,,,RA BR,,0.02,29.57,29.72,7.0,34.0,7.9,2012,3,29
16,2012-03-30,49.0,32.0,40.5,,17.0,33.0,24.0,0.0,,,MD,,0.0,29.85,29.97,8.2,31.0,9.1,2012,3,30
16,2012-03-31,45.0,29.0,37.0,,29.0,35.0,28.0,0.0,,,MD,,0.005,29.85,29.94,3.6,6.0,5.0,2012,3,31
16,2012-04-01,52.0,27.0,39.5,,32.0,36.0,25.0,0.0,,,RA BR,,0.17,29.67,29.74,3.4,16.0,4.1,2012,4,1
16,2012-04-02,54.0,34.0,44.0,,25.0,36.0,21.0,0.0,,,RA BR,,0.05,29.54,29.67,8.6,34.0,9.2,2012,4,2
16,2012-04-03,58.0,30.0,44.0,,12.0,33.0,21.0,0.0,,,MD,,0.0,29.65,29.74,8.9,32.0,9.2,2012,4,3
16,2012-04-04,63.0,37.0,50.0,,21.0,39.0,15.0,0.0,,,MD,,0.02,29.47,29.56,9.0,30.0,9.3,2012,4,4
16,2012-04-05,51.0,35.0,43.0,,23.0,35.0,22.0,0.0,,,MD,,0.0,29.63,29.76,10.8,31.0,11.2,2012,4,5
16,2012-04-06,52.0,30.0,41.0,,19.0,33.0,24.0,0.0,,,MD,,0.0,29.78,29.9,8.4,32.0,8.7,2012,4,6
16,2012-04-07,53.0,31.0,42.0,,22.0,34.0,23.0,0.0,,,MD,,0.0,29.84,29.95,1.8,35.0,5.8,2012,4,7
16,2012-04-08,50.0,37.0,43.5,,27.0,37.0,21.0,0.0,,,MD,,0.0,29.65,29.72,3.2,31.0,6.8,2012,4,8
16,2012-04-09,57.0,38.0,47.5,,30.0,41.0,17.0,0.0,,,RA,,0.005,29.41,29.51,12.2,27.0,12.6,2012,4,9
16,2012-04-10,61.0,42.0,51.5,,26.0,41.0,13.0,0.0,,,MD,,0.0,29.49,29.62,7.5,27.0,9.0,2012,4,10
16,2012-04-11,56.0,37.0,46.5,,32.0,40.0,18.0,0.0,,,RA,,0.005,29.67,29.79,3.9,36.0,5.6,2012,4,11
16,2012-04-12,55.0,37.0,46.0,,37.0,41.0,19.0,0.0,,,RA,,0.01,29.82,29.95,5.9,35.0,7.5,2012,4,12
