station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
8,2012-01-01,66.0,45.0,55.5,,34.0,46.0,9.5,-9.5,,,RA BR,0.0,0.0,30.05,,11.0,36.0,10.9,2012,1,1
8,2012-01-02,59.0,36.0,47.5,,29.0,40.0,17.5,-17.5,,,MD,0.0,0.0,30.25,,6.2,36.0,6.7,2012,1,2
8,2012-01-03,61.0,30.0,45.5,,28.0,38.0,19.5,-19.5,,,MD,0.0,0.0,30.12,,3.9,16.0,3.9,2012,1,3
8,2012-01-04,72.0,37.0,54.5,,45.0,49.0,10.5,-10.5,,,MD,0.0,0.0,29.9,,1.4,24.0,2.6,2012,1,4
8,2012-01-05,70.0,46.0,58.0,,46.0,52.0,7.0,-7.0,,,MD,0.0,0.0,29.87,,0.9,33.0,1.0,2012,1,5
8,2012-01-06,73.0,57.0,65.0,,53.0,58.0,0.0,0.0,,,BR HZ,0.0,0.0,29.65,,7.7,20.0,8.0,2012,1,6
8,2012-01-07,68.0,54.0,61.0,,51.0,54.0,4.0,-4.0,,,FG+ FG BR,0.0,0.0,29.63,,0.4,31.0,1.7,2012,1,7
8,2012-01-08,72.0,52.0,62.0,,55.0,58.0,3.0,-3.0,,,RA BR HZ,0.0,0.03,29.64,,1.1,36.0,1.2,2012,1,8
8,2012-01-09,68.0,48.0,58.0,,50.0,52.0,7.0,-7.0,,,TSRA RA DZ BR VCTS,0.0,0.62,29.6,,8.4,34.0,9.4,2012,1,9
8,2012-01-10,59.0,41.0,50.0,,38.0,44.0,15.0,-15.0,,,MD,0.0,0.0,29.6,,7.4,30.0,8.1,2012,1,10
8,2012-01-11,72.0,41.0,56.5,,36.0,47.0,8.5,-8.5,,,MD,0.0,0.0,29.45,,6.4,25.0,8.9,2012,1,11
8,2012-01-12,54.0,32.0,43.0,,20.0,34.0,22.0,-22.0,,,MD,0.0,0.0,29.83,,12.1,34.0,13.0,2012,1,12
8,2012-01-13,55.0,30.0,42.5,,26.0,36.0,22.5,-22.5,,,MD,0.0,0.0,29.94,,1.6,23.0,2.4,2012,1,13
8,2012-01-14,63.0,30.0,46.5,,30.0,39.0,18.5,-18.5,,,MD,0.0,0.0,29.99,,4.0,22.0,4.6,2012,1,14
8,2012-01-15,64.0,34.0,49.0,,45.0,49.0,16.0,-16.0,,,MD,0.0,0.0,29.91,,5.6,17.0,5.9,2012,1,15
8,2012-01-16,73.0,63.0,68.0,,61.0,64.0,-3.0,3.0,,,BR,0.0,0.0,29.72,,11.2,18.0,10.9,2012,1,16
8,2012-01-17,77.0,46.0,61.5,,50.0,57.0,3.5,-3.5,,,RA BR HZ,0.0,0.0,29.73,,3.7,35.0,9.0,2012,1,17
8,2012-01-18,63.0,36.0,49.5,,35.0,43.0,15.5,-15.5,,,MD,0.0,0.0,29.85,,1.3,35.0,5.0,2012,1,18
8,2012-01-19,72.0,48.0,60.0,,52.0,56.0,5.0,-5.0,,,BR,0.0,0.0,29.59,,7.3,20.0,7.8,2012,1,19
8,2012-01-20,77.0,61.0,69.0,,61.0,64.0,-4.0,4.0,,,BR HZ,0.0,0.0,29.49,,8.9,19.0,9.0,2012,1,20
8,2012-01-21,70.0,48.0,59.0,,48.0,52.0,6.0,-6.0,,,BR HZ,0.0,0.0,29.58,,4.3,34.0,6.5,2012,1,21
8,2012-01-22,79.0,52.0,65.5,,57.0,60.0,-0.5,0.5,,,FG+ BR HZ,0.0,0.0,29.47,,3.0,19.0,3.3,2012,1,22
8,2012-01-23,63.0,46.0,54.5,,39.0,48.0,10.5,-10.5,,,BR,0.0,0.0,29.67,,3.6,2.0,3.8,2012,1,23
8,2012-01-24,70.0,46.0,58.0,,56.0,58.0,7.0,-7.0,,,TS RA BR HZ,0.0,0.12,29.56,,4.3,13.0,4.7,2012,1,24
8,2012-01-25,72.0,52.0,62.0,,53.0,55.0,3.0,-3.0,,,TSRA RA DZ VCTS,0.0,3.0,29.47,,1.9,33.0,10.2,2012,1,25
8,2012-01-26,66.0,45.0,55.5,,42.0,49.0,9.5,-9.5,,,MD,0.0,0.0,29.63,,4.9,30.0,5.5,2012,1,26
8,2012-01-27,70.0,37.0,53.5,,43.0,49.0,11.5,-11.5,,,MD,0.0,0.0,29.68,,5.7,17.0,5.7,2012,1,27
8,2012-01-28,61.0,43.0,52.0,,34.0,44.0,13.0,-13.0,,,MD,0.0,0.0,29.96,,8.2,1.0,8.5,2012,1,28
8,2012-01-29,63.0,37.0,50.0,,33.0,42.0,15.0,-15.0,,,MD,0.0,0.0,30.04,,1.5,16.0,2.0,2012,1,29
8,2012-01-30,68.0,41.0,54.5,,48.0,52.0,10.5,-10.5,,,RA HZ,0.0,0.06,29.87,,4.2,15.0,4.4,2012,1,30
8,2012-01-31,72.0,57.0,64.5,,43.266666666666666,49.63333333333333,0.5,-0.5,,,RA BR,0.0,0.38,29.75,,5.069999999999998,,2.2,2012,1,31
8,2012-02-01,77.0,63.0,70.0,,58.0,62.0,-5.0,5.0,,,DZ FG BR HZ,,0.01,29.71,,0.7,23.0,1.4,2012,2,1
