station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
2,2012-01-01,48.0,33.0,40.5,16.0,37.0,39.0,24.0,0.0,716.0,1626.0,RA,0.0,0.07,28.82,29.91,9.1,23.0,11.3,2012,1,1
2,2012-01-02,46.0,28.0,37.0,12.0,24.0,32.0,28.0,0.0,716.0,1627.0,MD,0.05,0.01,28.51,29.62,12.7,26.0,13.3,2012,1,2
2,2012-01-03,28.0,9.0,18.5,-6.0,4.0,16.0,46.0,0.0,716.0,1628.0,MD,0.0,0.0,28.69,29.85,12.3,31.0,12.8,2012,1,3
2,2012-01-04,21.0,5.0,13.0,-11.0,0.0,11.0,52.0,0.0,716.0,1629.0,MD,0.0,0.0,28.87,30.01,10.1,27.0,11.7,2012,1,4
2,2012-01-05,31.0,20.0,25.5,2.0,12.0,21.0,39.0,0.0,716.0,1630.0,MD,0.0,0.0,28.7,29.84,10.9,26.0,11.3,2012,1,5
2,2012-01-06,47.0,21.0,34.0,10.0,23.0,30.0,31.0,0.0,716.0,1630.0,SN,0.2,0.01,28.71,29.81,6.4,22.0,6.8,2012,1,6
2,2012-01-07,56.0,37.0,46.5,23.0,29.0,38.0,18.0,0.0,716.0,1631.0,MD,0.0,0.0,28.63,29.75,8.9,26.0,9.6,2012,1,7
2,2012-01-08,39.0,25.0,32.0,8.0,20.0,29.0,33.0,0.0,716.0,1633.0,MD,0.0,0.0,28.95,30.11,10.8,29.0,11.0,2012,1,8
2,2012-01-09,38.0,21.0,29.5,6.0,12.0,25.9,35.0,0.0,716.0,1634.0,MD,0.0,0.0,29.05,29.968000000000004,6.9,25.0,7.9,2012,1,9
2,2012-01-10,41.0,25.0,33.0,9.0,24.0,30.0,32.0,0.0,716.0,1635.0,SN,0.05,0.005,28.74,29.86,9.6,26.0,10.0,2012,1,10
2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,715.0,1636.0,MD,0.0,0.0,28.92,30.06,1.5,9.0,4.5,2012,1,11
2,2012-01-12,33.0,30.0,31.5,8.0,31.0,31.0,33.0,0.0,715.0,1637.0,RA SN FG+ FG FZFG BR UP,3.6,1.06,28.62,29.69,10.5,5.0,10.7,2012,1,12
2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,715.0,1638.0,FZRA FG+ FZFG UP,0.05,0.09,28.3,29.4,9.7,24.0,15.8,2012,1,13
2,2012-01-14,28.0,12.0,20.0,-3.0,8.0,19.0,45.0,0.0,714.0,1639.0,MD,0.0,0.0,28.64,29.81,16.1,27.0,16.7,2012,1,14
2,2012-01-15,13.0,2.0,7.5,-15.0,-3.0,5.0,57.0,0.0,714.0,1640.0,MD,0.0,0.0,29.05,30.28,13.6,31.0,13.8,2012,1,15
2,2012-01-16,30.0,4.0,17.0,-6.0,3.0,14.0,48.0,0.0,713.0,1641.0,SN FZFG BR UP,2.0,0.15,29.27,30.41,8.6,24.0,12.0,2012,1,16
2,2012-01-17,44.0,30.0,37.0,14.0,33.0,35.0,28.0,0.0,713.0,1643.0,RA SN FG+ BR,1.2,0.09,28.74,29.8,13.5,23.0,13.8,2012,1,17
2,2012-01-18,46.0,16.0,31.0,8.0,14.0,25.0,34.0,0.0,712.0,1644.0,MD,0.0,0.0,28.62,29.81,17.0,28.0,19.2,2012,1,18
2,2012-01-19,26.0,10.0,18.0,-5.0,9.0,16.0,47.0,0.0,712.0,1645.0,SN BR,1.3,0.14,29.02,30.13,2.0,12.0,6.8,2012,1,19
2,2012-01-20,27.0,15.0,21.0,-2.0,11.0,19.0,44.0,0.0,711.0,1646.0,SN BR,1.0,0.01,28.92,30.09,9.3,28.0,10.0,2012,1,20
2,2012-01-21,17.0,12.0,14.5,-8.0,9.0,14.0,50.0,0.0,710.0,1647.0,SN FZFG BR,4.3,0.31,29.04,30.2,6.4,3.0,6.7,2012,1,21
2,2012-01-22,28.0,11.0,19.5,-3.0,11.0,17.0,45.0,0.0,710.0,1649.0,MD,0.0,0.0,29.31,30.5,4.0,4.0,6.0,2012,1,22
2,2012-01-23,47.0,24.0,35.5,13.0,29.0,31.0,29.0,0.0,709.0,1650.0,RA SN FG+ FG BR,0.05,0.17,29.14,30.22,2.5,12.0,3.8,2012,1,23
2,2012-01-24,50.0,35.0,42.5,20.0,38.0,42.0,22.0,0.0,708.0,1651.0,BR,0.0,0.03,28.8,29.93,11.1,26.0,12.6,2012,1,24
2,2012-01-25,36.0,31.0,33.5,11.0,23.0,29.0,31.0,0.0,707.0,1652.0,MD,0.0,0.0,29.03,30.16,11.5,29.0,11.9,2012,1,25
2,2012-01-26,38.0,28.0,33.0,10.0,28.0,31.0,32.0,0.0,707.0,1654.0,FZRA SN FG+ FZFG BR UP,0.05,0.2,29.02,30.12,1.7,12.0,5.0,2012,1,26
2,2012-01-27,40.0,31.0,35.5,13.0,33.0,34.0,29.0,0.0,706.0,1655.0,RA FZRA FG+ FG BR UP,0.05,0.69,28.48,29.56,5.6,32.0,12.0,2012,1,27
