station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
18,2012-01-01,59.0,40.0,49.5,4.0,28.0,40.0,15.0,0.0,730.0,1732.0,MD,0.0,0.0,29.98,30.49,9.0,33.0,8.9,2012,1,1
18,2012-01-02,53.0,35.0,44.0,-2.0,23.0,36.0,21.0,0.0,730.0,1733.0,MD,0.0,0.0,30.11,30.63,6.7,35.0,6.9,2012,1,2
18,2012-01-03,59.0,30.0,44.5,0.0,25.0,37.0,20.0,0.0,730.0,1734.0,MD,0.0,0.0,29.84,30.41,8.8,17.0,9.1,2012,1,3
18,2012-01-04,62.0,37.0,49.5,5.0,33.0,41.0,15.0,0.0,730.0,1734.0,MD,0.0,0.0,29.75,30.28,0.8,15.0,5.5,2012,1,4
18,2012-01-05,66.0,35.0,50.5,6.0,33.0,42.0,14.0,0.0,731.0,1735.0,MD,0.0,0.0,29.66,30.21,2.7,18.0,2.9,2012,1,5
18,2012-01-06,73.0,48.0,60.5,16.0,46.0,53.0,4.0,0.0,731.0,1736.0,MD,0.0,0.0,29.39,29.93,8.6,19.0,9.1,2012,1,6
18,2012-01-07,61.0,44.0,52.5,8.0,41.0,47.0,12.0,0.0,731.0,1737.0,MD,0.0,0.0,29.47,29.98,4.3,31.0,6.4,2012,1,7
18,2012-01-08,58.0,40.0,49.0,4.0,45.0,48.0,16.0,0.0,731.0,1738.0,TSRA FG+ BR HZ,0.0,0.02,29.56,30.07,3.8,2.0,4.1,2012,1,8
18,2012-01-09,51.0,44.0,47.5,3.0,43.0,45.0,17.0,0.0,731.0,1738.0,TSRA RA BR,0.0,1.32,29.54,30.08,8.0,36.0,9.0,2012,1,9
18,2012-01-10,46.0,42.0,44.0,-1.0,41.0,43.0,21.0,0.0,731.0,1739.0,TS TSRA RA DZ BR,0.0,0.49,29.34,29.89,8.0,31.0,8.9,2012,1,10
18,2012-01-11,65.0,36.0,50.5,6.0,39.0,45.0,14.0,0.0,731.0,1740.0,MD,0.0,0.0,29.26,29.76,3.6,34.0,8.1,2012,1,11
18,2012-01-12,42.0,29.0,35.5,-9.0,14.0,29.0,29.0,0.0,730.0,1741.0,MD,0.0,0.0,29.7,30.2,12.6,32.0,12.9,2012,1,12
18,2012-01-13,56.0,28.0,42.0,-3.0,24.0,35.0,23.0,0.0,730.0,1742.0,MD,0.0,0.0,29.7,30.23,3.8,20.0,3.9,2012,1,13
18,2012-01-14,67.0,37.0,52.0,7.0,28.0,40.0,13.0,0.0,730.0,1743.0,MD,0.0,0.0,29.73,30.26,2.5,19.0,4.3,2012,1,14
18,2012-01-15,65.0,38.0,51.5,6.0,37.0,46.0,13.0,0.0,730.0,1744.0,MD,0.0,0.0,29.64,30.18,12.7,17.0,13.4,2012,1,15
18,2012-01-16,70.0,61.0,65.5,20.0,57.0,61.0,0.0,1.0,730.0,1745.0,MD,0.0,0.0,29.42,29.96,13.3,20.0,13.4,2012,1,16
18,2012-01-17,68.0,38.0,53.0,7.0,35.0,44.0,12.0,0.0,730.0,1746.0,MD,0.0,0.0,29.68,30.18,9.4,35.0,12.0,2012,1,17
18,2012-01-18,55.0,30.0,42.5,-3.0,26.0,37.0,22.0,0.0,729.0,1747.0,MD,0.0,0.0,29.64,30.19,2.5,14.0,5.5,2012,1,18
18,2012-01-19,73.0,40.0,56.5,11.0,37.0,46.0,8.0,0.0,729.0,1747.0,MD,0.0,0.0,29.33,29.87,3.8,14.0,5.4,2012,1,19
18,2012-01-20,78.0,47.0,62.5,17.0,51.0,56.0,2.0,0.0,729.0,1748.0,FG+ BR,0.0,0.0,29.24,29.75,4.9,19.0,10.5,2012,1,20
18,2012-01-21,51.0,37.0,44.0,-2.0,33.0,39.0,21.0,0.0,728.0,1749.0,MD,0.0,0.0,29.44,29.97,5.7,36.0,9.7,2012,1,21
