station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
4,2012-01-01,63.0,47.0,55.0,4.0,28.0,43.0,10.0,0.0,728.0,1742.0,MD,0.0,0.0,29.79,30.48,8.0,35.0,8.2,2012,1,1
4,2012-01-02,60.0,37.0,48.5,-2.0,26.0,39.0,16.0,0.0,728.0,1742.0,MD,0.0,0.0,29.93,30.64,3.7,36.0,4.8,2012,1,2
4,2012-01-03,62.0,31.0,46.5,-4.0,26.0,39.0,18.0,0.0,728.0,1743.0,MD,0.0,0.0,29.7,30.48,3.1,17.0,4.2,2012,1,3
4,2012-01-04,73.0,41.0,57.0,6.0,39.0,47.0,8.0,0.0,728.0,1744.0,MD,0.0,0.0,29.55,30.28,1.3,35.0,2.2,2012,1,4
4,2012-01-05,70.0,44.0,57.0,6.0,41.0,49.0,8.0,0.0,728.0,1745.0,MD,0.0,0.0,29.51,30.24,0.4,31.0,1.8,2012,1,5
4,2012-01-06,74.0,55.0,64.5,14.0,52.0,48.0,0.0,0.0,728.0,1745.0,BR,0.0,0.0,29.26,30.1492,4.2,19.0,5.4,2012,1,6
4,2012-01-07,69.0,49.0,59.0,8.0,44.0,48.0,6.0,0.0,729.0,1746.0,FG+ BR,0.0,0.0,29.42310344827586,30.149200000000004,1.0,30.0,2.3,2012,1,7
4,2012-01-08,60.0,47.0,53.5,3.0,48.0,48.0,11.0,0.0,729.0,1747.0,RA HZ,0.0,0.05,29.31,30.149200000000004,2.4,3.0,3.6,2012,1,8
4,2012-01-09,57.0,42.0,49.5,-1.0,47.0,48.0,15.0,0.0,729.0,1748.0,RA BR,0.0,0.87,29.33,30.02,6.6,34.0,8.2,2012,1,9
4,2012-01-10,58.0,41.0,49.5,-1.0,37.0,43.0,15.0,0.0,729.0,1749.0,MD,0.0,0.0,29.24,29.97,5.5,30.0,7.1,2012,1,10
4,2012-01-11,77.0,38.0,57.5,7.0,36.0,48.0,7.0,0.0,729.0,1749.0,MD,0.0,0.0,29.1,30.149200000000004,3.7,29.0,6.3,2012,1,11
4,2012-01-12,50.0,33.0,41.5,-9.0,16.0,33.0,23.0,0.0,729.0,1750.0,MD,0.0,0.0,29.54,30.24,8.2,34.0,8.3,2012,1,12
4,2012-01-13,58.0,32.0,45.0,-6.0,22.0,36.0,20.0,0.0,728.0,1751.0,MD,0.0,0.0,29.59,30.3,1.6,28.0,3.9,2012,1,13
4,2012-01-14,67.0,31.0,49.0,-2.0,24.0,48.0,16.0,0.0,728.0,1752.0,MD,0.0,0.0,29.62,30.1492,1.5,21.0,1.9,2012,1,14
4,2012-01-15,64.0,37.0,50.5,0.0,41.0,48.0,14.0,0.0,728.0,1753.0,MD,0.0,0.0,29.53,30.26,2.7,18.0,4.4,2012,1,15
4,2012-01-16,73.0,60.0,66.5,16.0,59.0,62.0,0.0,2.0,728.0,1754.0,BR,0.0,0.0,29.33,30.05,7.1,18.0,7.6,2012,1,16
4,2012-01-17,74.0,44.0,59.0,8.0,46.0,54.0,6.0,0.0,728.0,1755.0,BR,0.0,0.0,29.46,30.12,5.6,35.0,7.8,2012,1,17
