station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
15,2012-01-01,48.0,26.0,37.0,16.0,35.0,38.0,28.0,0.0,718.0,1621.0,RA FG+ FZFG BR,0.0,0.09,29.53,29.89,2.5,17.0,3.8,2012,1,1
15,2012-01-02,43.0,29.0,36.0,15.0,24.0,32.0,29.0,0.0,718.0,1622.0,BR,0.0,0.02,29.2,29.58,7.1,24.0,8.1,2012,1,2
15,2012-01-03,30.0,5.0,17.5,-3.0,2.0,14.0,47.0,0.0,718.0,1623.0,MD,0.0,0.0,29.44,29.87,13.1,31.0,13.7,2012,1,3
15,2012-01-04,23.0,3.0,13.0,-8.0,-1.0,11.0,52.0,0.0,718.0,1624.0,MD,0.0,0.0,29.63,30.02,5.1,30.0,6.4,2012,1,4
15,2012-01-05,36.0,17.0,26.5,6.0,13.0,22.0,38.0,0.0,718.0,1625.0,MD,0.0,0.0,29.42,29.82,3.5,29.0,5.8,2012,1,5
15,2012-01-06,33.0,15.0,24.0,4.0,19.0,23.0,41.0,0.0,718.0,1626.0,SN,0.2,0.01,29.46,29.83,0.6,35.0,1.8,2012,1,6
15,2012-01-07,44.0,22.0,33.0,13.0,25.0,29.0,32.0,0.0,718.0,1627.0,MD,0.0,0.0,29.35,29.75,0.6,29.0,0.9,2012,1,7
15,2012-01-08,41.0,21.0,31.0,11.0,20.0,27.0,34.0,0.0,717.0,1628.0,MD,0.0,0.0,29.67,30.11,7.4,31.0,7.9,2012,1,8
15,2012-01-09,35.0,15.0,25.0,5.0,13.0,21.0,40.0,0.0,717.0,1629.0,MD,0.0,0.0,29.81,30.18,1.0,16.0,2.9,2012,1,9
15,2012-01-10,43.0,23.0,33.0,13.0,21.0,29.0,32.0,0.0,717.0,1630.0,MD,0.0,0.0,29.44,29.84,2.8,27.0,6.3,2012,1,10
15,2012-01-11,34.0,21.0,27.5,8.0,18.0,25.0,37.0,0.0,717.0,1631.0,SN BR,0.0,0.0,29.67,30.09,1.1,36.0,3.2,2012,1,11
15,2012-01-12,32.0,26.0,29.0,9.0,26.0,28.0,36.0,0.0,716.0,1632.0,SN FZFG BR UP,3.7,0.34,29.44,29.78,6.9,4.0,7.7,2012,1,12
15,2012-01-13,36.0,26.0,31.0,11.0,25.0,28.0,34.0,0.0,716.0,1634.0,FZRA SN BR UP,0.0,0.11,29.0,29.38,5.2,25.0,6.9,2012,1,13
15,2012-01-14,31.0,5.0,18.0,-2.0,10.0,19.0,47.0,0.0,715.0,1635.0,MD,0.0,0.0,29.34,29.8,11.0,30.0,12.3,2012,1,14
15,2012-01-15,10.0,-1.0,4.5,-15.0,-7.0,2.0,60.0,0.0,715.0,1636.0,MD,0.0,0.0,29.85,30.31,11.2,31.0,11.4,2012,1,15
15,2012-01-16,30.0,-5.0,12.5,-7.0,2.0,12.0,52.0,0.0,715.0,1637.0,SN,0.05,0.005,30.03,30.4,2.9,19.0,5.1,2012,1,16
15,2012-01-17,39.0,27.0,33.0,13.0,31.0,33.0,32.0,0.0,714.0,1638.0,RA SN FG BR,1.4,0.22,29.47,29.79,3.1,16.0,3.4,2012,1,17
15,2012-01-18,45.0,13.0,29.0,10.0,13.0,24.0,36.0,0.0,713.0,1640.0,MD,0.0,0.005,29.31,29.79,15.0,29.0,17.0,2012,1,18
