station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
7,2012-01-01,50.0,33.0,41.5,,26.0,35.0,23.0,0.0,,,MD,0.0,0.0,29.15,30.54,10.3,32.0,10.2,2012,1,1
7,2012-01-02,44.0,26.0,35.0,,17.0,29.0,30.0,0.0,,,MD,0.0,0.0,29.23,30.66,5.7,34.0,6.9,2012,1,2
7,2012-01-03,60.0,27.0,43.5,,22.0,35.0,21.0,0.0,,,MD,0.0,0.0,28.84,30.3,15.7,19.0,15.9,2012,1,3
7,2012-01-04,58.0,32.0,45.0,,28.0,37.0,20.0,0.0,,,MD,0.0,0.0,28.9,30.31,5.0,33.0,7.4,2012,1,4
7,2012-01-05,66.0,28.0,47.0,,29.0,40.0,18.0,0.0,,,MD,0.0,0.0,28.71,30.13,12.2,20.0,12.4,2012,1,5
7,2012-01-06,67.0,41.0,54.0,,31.0,42.0,11.0,0.0,,,MD,0.0,0.0,28.51,29.89,7.3,22.0,14.4,2012,1,6
7,2012-01-07,58.0,33.0,45.5,,25.0,37.0,19.0,0.0,,,MD,0.0,0.0,28.69,30.06,9.8,2.0,10.4,2012,1,7
7,2012-01-08,51.0,39.0,45.0,,26.0,37.0,20.0,0.0,,,MD,0.0,0.0,28.78,30.16,10.6,1.0,10.8,2012,1,8
7,2012-01-09,52.0,27.0,39.5,,26.0,34.0,25.0,0.0,,,MD,0.0,0.0,28.79,30.21,8.6,36.0,8.8,2012,1,9
7,2012-01-10,55.0,32.0,43.5,,28.0,36.0,21.0,0.0,,,RA,0.0,0.005,28.51,29.95,5.0,36.0,6.5,2012,1,10
7,2012-01-11,53.0,28.0,40.5,,27.0,34.0,24.0,0.0,,,SN BR,0.05,0.005,28.47,29.84,12.5,34.0,15.8,2012,1,11
7,2012-01-12,36.0,18.0,27.0,,3.0,21.0,38.0,0.0,,,MD,0.0,0.0,28.77,30.17,12.4,31.0,12.8,2012,1,12
7,2012-01-13,52.0,17.0,34.5,,17.0,28.0,30.0,0.0,,,MD,0.0,0.0,28.76,30.18,5.9,22.0,6.5,2012,1,13
7,2012-01-14,57.0,29.0,43.0,,16.0,33.0,22.0,0.0,,,MD,0.0,0.0,28.83,30.23,2.6,32.0,7.8,2012,1,14
7,2012-01-15,61.0,32.0,46.5,,30.0,41.0,18.0,0.0,,,MD,0.0,0.0,28.61,30.02,18.9,18.0,19.3,2012,1,15
7,2012-01-16,68.0,51.0,59.5,,48.0,53.0,5.0,0.0,,,MD,0.0,0.0,28.41,29.8,20.6,19.0,20.9,2012,1,16
7,2012-01-17,62.0,24.0,43.0,,17.0,27.0,22.0,0.0,,,MD,0.0,0.0,28.9,30.27,15.2,35.0,16.8,2012,1,17
7,2012-01-18,46.0,21.0,33.5,,18.0,29.0,31.0,0.0,,,MD,0.0,0.0,28.71,30.14,10.4,19.0,11.6,2012,1,18
7,2012-01-19,52.0,28.0,40.0,,27.0,34.0,25.0,0.0,,,MD,0.0,0.0,28.48,29.9,2.3,34.0,10.2,2012,1,19
7,2012-01-20,47.0,27.0,37.0,,24.0,31.0,28.0,0.0,,,BR HZ,0.0,0.0,28.46,29.84,9.8,36.0,11.5,2012,1,20
7,2012-01-21,43.0,19.0,31.0,,16.0,26.0,34.0,0.0,,,MD,0.0,0.0,28.56,30.0,2.0,8.0,12.7,2012,1,21
7,2012-01-22,68.0,35.0,51.5,,34.0,42.0,13.0,0.0,,,BR HZ BLDU,0.0,0.0,28.27,29.63,13.5,21.0,22.1,2012,1,22
7,2012-01-23,57.0,31.0,44.0,,24.0,36.0,21.0,0.0,,,BLDU,0.0,0.0,28.64,30.02,3.2,23.0,7.5,2012,1,23
7,2012-01-24,64.0,43.0,53.5,,31.0,42.0,11.0,0.0,,,RA BR,0.0,0.82,28.64,30.01,12.3,14.0,14.2,2012,1,24
7,2012-01-25,49.0,37.0,43.0,,40.0,42.0,22.0,0.0,,,RA BR,0.0,0.24,28.59,30.0,10.9,1.0,11.8,2012,1,25
7,2012-01-26,54.0,30.0,42.0,,33.0,38.0,23.0,0.0,,,BR,0.0,0.0,28.59,29.98,5.7,33.0,7.1,2012,1,26
7,2012-01-27,62.0,34.0,48.0,,31.0,40.0,17.0,0.0,,,MD,0.0,0.0,28.61,29.96,4.3,24.0,16.6,2012,1,27
7,2012-01-28,48.0,27.0,37.5,,22.0,31.0,27.0,0.0,,,MD,0.0,0.0,29.02,30.42,3.7,27.0,6.9,2012,1,28
7,2012-01-29,57.0,31.0,44.0,,28.0,37.0,21.0,0.0,,,MD,0.0,0.0,28.87,30.29,13.1,21.0,13.2,2012,1,29
7,2012-01-30,65.0,42.0,53.5,,38.0,46.0,11.0,0.0,,,MD,0.0,0.0,28.62,30.03,19.5,19.0,19.8,2012,1,30
7,2012-01-31,66.0,42.0,54.0,,44.0,50.0,11.0,0.0,,,MD,0.0,0.0,28.61,29.96,12.3,21.0,15.0,2012,1,31
7,2012-02-01,65.0,34.0,49.5,,33.0,42.0,15.0,0.0,,,MD,0.0,0.0,28.74,30.12,4.4,1.0,4.6,2012,2,1
7,2012-02-02,64.0,35.0,49.5,,42.0,48.0,15.0,0.0,,,MD,0.0,0.0,28.66,30.07,9.7,13.0,10.7,2012,2,2
7,2012-02-03,63.0,43.0,53.0,,52.0,53.0,12.0,0.0,,,TS RA BR VCTS,0.0,0.91,28.56,29.92,3.7,15.0,15.1,2012,2,3
7,2012-02-04,43.0,37.0,40.0,,34.0,38.0,25.0,0.0,,,MD,0.0,0.0,28.87,30.24,16.0,33.0,16.3,2012,2,4
7,2012-02-05,49.0,34.0,41.5,,28.0,35.0,23.0,0.0,,,MD,0.0,0.0,28.97,30.38,12.6,36.0,12.8,2012,2,5
7,2012-02-06,54.0,26.0,40.0,,25.0,34.0,25.0,0.0,,,MD,0.0,0.0,28.86,30.28,0.4,22.0,1.0,2012,2,6
7,2012-02-07,52.0,34.0,43.0,,32.0,38.0,22.0,0.0,,,BR,0.0,0.0,28.92,30.3,8.9,35.0,9.1,2012,2,7
7,2012-02-08,37.0,31.0,34.0,,28.0,32.0,31.0,0.0,,,HZ,0.0,0.0,29.01,30.44,5.4,35.0,6.9,2012,2,8
7,2012-02-09,42.0,31.0,36.5,,32.0,35.0,28.0,0.0,,,RA BR HZ,0.0,0.1,28.81,30.24,5.0,15.0,7.1,2012,2,9
7,2012-02-10,40.0,25.0,32.5,,25.0,30.0,32.0,0.0,,,FG+ FZFG BR,0.0,0.0,28.87,30.27,13.7,35.0,14.5,2012,2,10
7,2012-02-11,28.0,19.0,23.5,,9.0,19.0,41.0,0.0,,,MD,0.0,0.0,29.2,30.63,13.1,1.0,13.5,2012,2,11
