station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day
1,2012-01-01,52.0,31.0,41.5,,36.0,40.0,23.0,0.0,,,RA FZFG BR,,0.05,29.78,29.92,3.6,20.0,4.6,2012,1,1
1,2012-01-02,50.0,31.0,40.5,,26.0,35.0,24.0,0.0,,,MD,,0.01,29.44,29.62,9.8,24.0,10.3,2012,1,2
1,2012-01-03,32.0,11.0,21.5,,4.0,18.0,43.0,0.0,,,MD,,0.0,29.67,29.87,10.8,31.0,11.6,2012,1,3
1,2012-01-04,28.0,9.0,18.5,,-1.0,14.0,46.0,0.0,,,MD,,0.0,29.86,30.03,6.3,27.0,8.3,2012,1,4
1,2012-01-05,38.0,25.0,31.5,,13.0,25.0,33.0,0.0,,,MD,,0.0,29.67,29.84,6.9,25.0,7.8,2012,1,5
1,2012-01-06,46.0,25.0,35.5,,21.0,29.0,29.0,0.0,,,SN,,0.005,29.68,29.84,0.3,1.0,2.4,2012,1,6
1,2012-01-07,57.0,28.0,42.5,,28.0,36.0,22.0,0.0,,,MD,,0.0,29.57,29.76,3.0,26.0,3.6,2012,1,7
1,2012-01-08,45.0,27.0,36.0,,22.0,32.0,29.0,0.0,,,MD,,0.0,29.9,30.11,5.1,30.0,6.6,2012,1,8
1,2012-01-09,39.0,23.0,31.0,,12.0,25.0,34.0,0.0,,,MD,,0.0,30.06,30.2,2.3,23.0,4.0,2012,1,9
1,2012-01-10,47.0,29.0,38.0,,24.0,32.0,27.0,0.0,,,MD,,0.005,29.69,29.86,5.4,25.0,6.5,2012,1,10
1,2012-01-11,39.0,24.0,31.5,,21.0,29.0,33.0,0.0,,,MD,,0.0,29.91,30.1,3.4,7.0,4.2,2012,1,11
1,2012-01-12,40.0,31.0,35.5,,31.0,34.0,29.0,0.0,,,RA SN BR,,0.69,29.62,29.74,10.7,5.0,12.3,2012,1,12
1,2012-01-13,50.0,30.0,40.0,,27.0,32.0,25.0,0.0,,,RA FZRA FG+ FG BR UP,,0.02,29.24,29.41,8.7,24.0,12.7,2012,1,13
1,2012-01-14,35.0,14.0,24.5,,12.0,23.0,40.0,0.0,,,MD,,0.0,29.58,29.81,11.1,28.0,12.5,2012,1,14
1,2012-01-15,16.0,4.0,10.0,,-5.0,7.0,55.0,0.0,,,MD,,0.0,30.09,30.31,11.2,31.0,11.6,2012,1,15
1,2012-01-16,32.0,8.0,20.0,,3.0,17.0,45.0,0.0,,,SN BR,,0.05,30.29,30.43,5.1,23.0,7.1,2012,1,16
1,2012-01-17,46.0,32.0,39.0,,34.0,37.0,26.0,0.0,,,RA SN BR HZ,,0.09,29.72,29.82,4.9,21.0,5.9,2012,1,17
1,2012-01-18,50.0,19.0,34.5,,15.0,29.0,30.0,0.0,,,RA,,0.005,29.55,29.79,13.7,29.0,15.9,2012,1,18
1,2012-01-19,31.0,13.0,22.0,,11.0,20.0,43.0,0.0,,,SN BR,,0.02,30.03,30.18,1.4,4.0,2.9,2012,1,19
1,2012-01-20,31.0,19.0,25.0,,12.0,23.0,40.0,0.0,,,SN BR,,0.08,29.9,30.11,6.0,29.0,6.7,2012,1,20
1,2012-01-21,20.0,13.0,16.5,,9.0,16.0,48.0,0.0,,,SN,,0.12,30.08,30.26,5.9,1.0,6.0,2012,1,21
1,2012-01-22,28.0,7.0,17.5,,12.0,18.0,47.0,0.0,,,MD,,0.005,30.34,30.54,3.4,4.0,3.7,2012,1,22
